1996,12,50.90,13.70,16
1997,1,61.40,14.90,14
1997,2,155.30,17.90,25
1997,3,31.40,11.50,16
1997,4,48.00,14.80,6
1997,5,66.10,12.90,19
1997,6,101.40,20.40,18
1997,7,47.80,14.20,15
1997,8,231.30,59.00,24
1997,9,73.10,16.00,18
1997,10,113.10,52.00,16
1997,11,215.60,40.80,25
1997,12,127.70,22.20,21
1998,1,178.50,30.70,19
1998,2,20.30,5.20,14
1998,3,107.80,32.20,19
1998,4,139.20,34.20,23
1998,5,52.60,16.60,16
1998,6,128.90,22.90,22
1998,7,74.10,12.80,18
1998,8,106.30,50.80,15
1998,9,91.50,13.90,21
1998,10,167.10,27.90,22
1998,11,137.60,20.00,19
1998,12,177.00,23.80,26
1999,1,140.90,15.00,24
1999,2,27.90,5.20,19
1999,3,53.50,11.90,21
1999,4,106.90,34.20,22
1999,5,56.50,12.60,13
1999,6,35.40,14.60,12
1999,7,21.10,7.30,10
1999,8,199.80,53.70,20
1999,9,180.00,28.20,22
1999,10,79.90,9.40,16
1999,11,77.20,22.70,16
1999,12,194.20,30.00,25
2000,1,51.20,18.30,14
2000,2,111.00,13.70,24
2000,3,22.90,6.20,10
2000,4,47.50,10.90,13
2000,5,73.00,15.10,16
2000,6,68.20,17.70,15
2000,7,61.10,34.70,13
2000,8,41.90,8.70,18
2000,9,107.90,17.10,21
2000,10,184.10,35.00,24
2000,11,190.90,41.80,25
2000,12,187.60,25.60,24
2001,1,86.60,17.40,19
2001,2,129.70,21.40,15
2001,3,116.40,26.50,23
2001,4,70.50,13.90,20
2001,5,22.70,6.80,9
2001,6,57.80,26.90,15
2001,7,117.70,48.20,13
2001,8,154.60,49.80,23
2001,9,71.00,22.30,10
2001,10,127.20,27.00,24
2001,11,31.40,8.20,16
2001,12,72.40,30.10,13
2002,1,242.40,31.20,25
2002,2,143.20,20.00,21
2002,3,59.40,9.90,17
2002,4,114.00,22.00,16
2002,5,162.80,32.70,21
2002,6,105.30,24.00,20
2002,7,54.40,12.60,14
2002,8,47.00,9.00,15
2002,9,37.50,18.20,8
2002,10,213.80,33.00,25
2002,11,214.70,47.90,29
2002,12,143.90,20.30,23
2003,1,75.80,16.70,20
2003,2,81.00,17.30,18
2003,3,71.40,14.30,17
2003,4,123.10,34.20,15
2003,5,109.00,20.50,27
2003,6,107.00,35.20,15
2003,7,95.90,20.50,15
2003,8,23.10,12.80,6
2003,9,55.50,10.80,16
2003,10,27.70,7.90,11
2003,11,125.00,22.10,21
2003,12,72.80,19.10,20
